"Date(UTC)","Pair","Side","Price","Executed","Amount","Fee"
"2024-12-02 04:18:14","THETABTC","BUY","0.00002899","60.8THETA","0.00176259BTC","0.0608THETA"
"2024-12-02 04:08:40","THETABTC","SELL","0.00002887","272.8THETA","0.00787573BTC","0.00000788BTC"
"2024-12-02 04:08:40","THETABTC","SELL","0.00002887","18THETA","0.00051966BTC","0.00000052BTC"
"2024-12-02 04:08:40","THETABTC","SELL","0.00002887","272.8THETA","0.00787573BTC","0.00000788BTC"
"2024-12-02 04:08:40","THETABTC","SELL","0.00002887","7.3THETA","0.00021075BTC","0.00000021BTC"
"2024-12-02 04:08:40","THETABTC","SELL","0.00002887","13.4THETA","0.00038685BTC","0.00000039BTC"
"2024-12-02 04:08:40","THETABTC","SELL","0.00002887","272.8THETA","0.00787573BTC","0.00000788BTC"
"2024-12-02 04:08:34","THETABTC","SELL","0.00002887","248THETA","0.00715976BTC","0.00000716BTC"
"2024-12-01 08:58:00","ZILBTC","SELL","0.00000027","77711ZIL","0.02098197BTC","0.00002098BTC"
"2024-12-01 03:06:29","THETABTC","BUY","0.00002971","5.3THETA","0.00015746BTC","0.0053THETA"
"2024-12-01 03:06:29","THETABTC","BUY","0.00002971","128.8THETA","0.00382664BTC","0.1288THETA"
"2024-12-01 03:06:29","THETABTC","BUY","0.00002971","111.7THETA","0.0033186BTC","0.1117THETA"
"2024-12-01 03:06:29","THETABTC","BUY","0.00002971","406.7THETA","0.01208305BTC","0.4067THETA"
"2024-12-01 02:45:20","THETABTC","BUY","0.00002974","252.3THETA","0.0075034BTC","0.2523THETA"
"2024-12-01 02:45:20","THETABTC","BUY","0.00002974","58THETA","0.00172492BTC","0.058THETA"
"2024-12-01 02:45:20","THETABTC","BUY","0.00002973","71.7THETA","0.00213164BTC","0.0717THETA"
"2024-12-01 02:45:20","THETABTC","BUY","0.00002974","71.7THETA","0.00213235BTC","0.0717THETA"
"2024-12-01 02:41:27","THETABTC","SELL","0.00002982","390.7THETA","0.01165067BTC","0.00001165BTC"
"2024-12-01 02:41:27","THETABTC","SELL","0.00002982","262.5THETA","0.00782775BTC","0.00000783BTC"
"2024-12-01 02:41:27","THETABTC","SELL","0.00002982","175.7THETA","0.00523937BTC","0.00000524BTC"
"2024-12-01 02:41:25","THETABTC","SELL","0.00002982","3.6THETA","0.00010735BTC","0.00000011BTC"
"2024-12-01 02:40:08","THETABTC","BUY","0.00002986","58THETA","0.00173188BTC","0.058THETA"
"2024-12-01 02:40:08","THETABTC","BUY","0.00002986","144.6THETA","0.00431775BTC","0.1446THETA"
"2024-12-01 02:40:08","THETABTC","BUY","0.00002986","71.5THETA","0.00213499BTC","0.0715THETA"
"2024-12-01 02:39:27","THETABTC","BUY","0.00002987","1.7THETA","0.00005077BTC","0.00000564BNB"
"2024-12-01 02:39:04","THETABTC","BUY","0.00002989","16.9THETA","0.00050514BTC","0.0169THETA"
"2024-12-01 01:15:35","THETABTC","BUY","0.00003099","142.2THETA","0.00440677BTC","0.1422THETA"
"2024-12-01 01:15:35","THETABTC","BUY","0.00003099","197.3THETA","0.00611432BTC","0.1973THETA"
"2024-12-01 01:15:35","THETABTC","BUY","0.00003099","201.2THETA","0.00623518BTC","0.2012THETA"
"2024-12-01 00:19:44","ALGOBTC","BUY","0.0000046","639ALGO","0.0029394BTC","0.639ALGO"
"2024-12-01 00:19:44","ALGOBTC","BUY","0.0000046","1043ALGO","0.0047978BTC","1.043ALGO"
"2024-12-01 00:12:41","THETABTC","SELL","0.00003136","100.2THETA","0.00314227BTC","0.00000314BTC"
"2024-12-01 00:12:41","THETABTC","SELL","0.00003136","35.4THETA","0.00111014BTC","0.00000111BTC"
"2024-12-01 00:12:41","THETABTC","SELL","0.00003136","251.7THETA","0.00789331BTC","0.00000789BTC"
"2024-12-01 00:12:41","THETABTC","SELL","0.00003136","251.7THETA","0.00789331BTC","0.00000789BTC"
"2024-11-30 10:48:04","ZILBTC","BUY","0.00000027","21528ZIL","0.00581256BTC","21.528ZIL"
"2024-11-30 10:48:04","ZILBTC","BUY","0.00000027","3042ZIL","0.00082134BTC","3.042ZIL"
"2024-11-30 10:48:04","ZILBTC","BUY","0.00000027","53219ZIL","0.01436913BTC","53.219ZIL"
"2024-11-30 04:23:54","ALGOBTC","BUY","0.00000418","136ALGO","0.00056848BTC","0.00006294BNB"
"2024-11-30 04:23:54","ALGOBTC","BUY","0.00000418","358ALGO","0.00149644BTC","0.00016569BNB"
"2024-11-30 04:23:54","ALGOBTC","BUY","0.00000418","4249ALGO","0.01776082BTC","4.249ALGO"
"2024-11-30 04:23:54","ALGOBTC","BUY","0.00000418","653ALGO","0.00272954BTC","0.653ALGO"
"2024-11-29 22:52:21","EOSBTC","BUY","0.00000981","1348.9EOS","0.0132327BTC","1.3489EOS"
"2024-11-29 22:52:21","EOSBTC","BUY","0.00000981","498.7EOS","0.00489224BTC","0.00054649BNB"
"2024-11-29 14:05:10","THETABTC","BUY","0.00002335","71.1THETA","0.00166018BTC","0.00018431BNB"
"2024-11-29 14:05:10","THETABTC","BUY","0.00002335","567.9THETA","0.01326046BTC","0.00147222BNB"
"2024-11-29 14:01:45","ALGOBTC","SELL","0.00000385","6850ALGO","0.0263725BTC","0.00291961BNB"
"2024-11-29 14:01:45","ALGOBTC","SELL","0.00000385","2245ALGO","0.00864325BTC","0.00095659BNB"
"2024-11-29 14:01:45","ALGOBTC","SELL","0.00000385","3550ALGO","0.0136675BTC","0.0015135BNB"
"2024-11-29 13:57:27","ALGOBTC","BUY","0.00000382","480ALGO","0.0018336BTC","0.00020322BNB"
"2024-11-29 13:57:27","ALGOBTC","BUY","0.00000382","2742ALGO","0.01047444BTC","0.00116093BNB"
"2024-11-29 13:57:27","ALGOBTC","BUY","0.00000382","1918ALGO","0.00732676BTC","0.00081205BNB"
"2024-11-29 13:57:20","ALGOBTC","BUY","0.00000383","1842ALGO","0.00705486BTC","0.00077988BNB"
"2024-11-29 13:57:20","ALGOBTC","BUY","0.00000383","2100ALGO","0.008043BTC","0.00088911BNB"
"2024-11-29 13:57:20","ALGOBTC","BUY","0.00000383","29ALGO","0.00011107BTC","0.00001227BNB"
"2024-11-29 13:57:20","ALGOBTC","BUY","0.00000383","3534ALGO","0.01353522BTC","0.00149625BNB"
"2024-11-29 13:04:37","ASTRBTC","SELL","0.00000081","7195.3ASTR","0.00582819BTC","0.00064691BNB"
"2024-11-29 13:04:37","ASTRBTC","SELL","0.00000081","967.2ASTR","0.00078343BTC","0.00008655BNB"
"2024-11-29 13:04:37","ASTRBTC","SELL","0.00000081","9251.7ASTR","0.00749387BTC","0.00083111BNB"
"2024-11-29 13:04:37","ASTRBTC","SELL","0.00000081","267.3ASTR","0.00021651BTC","0.0000244BNB"
"2024-11-29 13:04:37","ASTRBTC","SELL","0.00000081","267.3ASTR","0.00021651BTC","0.0000244BNB"
"2024-11-29 13:04:37","ASTRBTC","SELL","0.00000081","267.3ASTR","0.00021651BTC","0.0000244BNB"
"2024-11-29 13:04:37","ASTRBTC","SELL","0.00000081","25620.8ASTR","0.02075284BTC","0.00230248BNB"
"2024-11-29 13:04:37","ASTRBTC","SELL","0.00000081","967.2ASTR","0.00078343BTC","0.00008655BNB"
"2024-11-29 08:39:54","ATOMBTC","SELL","0.000085","308.46ATOM","0.0262191BTC","0.00288512BNB"
"2024-11-29 08:39:54","ATOMBTC","SELL","0.000085","129.99ATOM","0.01104915BTC","0.00121588BNB"
"2024-11-29 08:39:50","ATOMBTC","SELL","0.000085","348.94ATOM","0.0296599BTC","0.00326364BNB"
"2024-11-29 04:51:02","LINKBTC","SELL","0.0001845","39.83LINK","0.00734863BTC","0.0008091BNB"
"2024-11-26 21:46:10","LINKBTC","BUY","0.000187","0.33LINK","0.00006171BTC","0.00000693BNB"
"2024-11-26 21:46:06","LINKBTC","BUY","0.000187","0.59LINK","0.00011033BTC","0.00001239BNB"
"2024-11-26 21:46:03","LINKBTC","BUY","0.000187","1.68LINK","0.00031416BTC","0.00003528BNB"
"2024-11-26 21:42:07","LINKBTC","BUY","0.000187","6.65LINK","0.00124355BTC","0.00013939BNB"
"2024-11-26 21:41:36","LINKBTC","BUY","0.000187","0.74LINK","0.00013838BTC","0.00001551BNB"
"2024-11-26 21:41:35","LINKBTC","BUY","0.000187","0.56LINK","0.00010472BTC","0.00001173BNB"
"2024-11-26 21:41:34","LINKBTC","BUY","0.000187","0.55LINK","0.00010285BTC","0.00001152BNB"
"2024-11-26 21:41:30","LINKBTC","BUY","0.000187","0.72LINK","0.00013464BTC","0.00001509BNB"
"2024-11-26 21:41:28","LINKBTC","BUY","0.000187","2.21LINK","0.00041327BTC","0.00004632BNB"
"2024-11-26 21:41:26","LINKBTC","BUY","0.000187","2.27LINK","0.00042449BTC","0.00004758BNB"
"2024-11-26 21:41:26","LINKBTC","BUY","0.000187","2.92LINK","0.00054604BTC","0.0000612BNB"
"2024-11-26 21:41:25","LINKBTC","BUY","0.000187","0.6LINK","0.0001122BTC","0.00001257BNB"
"2024-11-26 21:41:25","LINKBTC","BUY","0.000187","1.39LINK","0.00025993BTC","0.00002913BNB"
"2024-11-26 21:41:24","LINKBTC","BUY","0.000187","0.8LINK","0.0001496BTC","0.00001677BNB"
"2024-11-26 21:41:24","LINKBTC","BUY","0.000187","3.76LINK","0.00070312BTC","0.00007881BNB"
"2024-11-26 21:41:15","LINKBTC","BUY","0.000187","0.71LINK","0.00013277BTC","0.00001488BNB"
"2024-11-26 21:41:09","LINKBTC","BUY","0.000187","0.73LINK","0.00013651BTC","0.0000153BNB"
"2024-11-26 21:41:08","LINKBTC","BUY","0.000187","1.11LINK","0.00020757BTC","0.00002326BNB"
"2024-11-26 21:41:07","LINKBTC","BUY","0.000187","1.24LINK","0.00023188BTC","0.00002598BNB"
"2024-11-26 21:41:04","LINKBTC","BUY","0.000187","1.03LINK","0.00019261BTC","0.00002158BNB"
"2024-11-26 14:25:27","LINKBTC","SELL","0.000185","30.92LINK","0.0057202BTC","0.00064569BNB"
"2024-11-26 04:53:23","LINKBTC","BUY","0.0001853","10.85LINK","0.0020105BTC","0.00022263BNB"
"2024-11-26 04:53:23","LINKBTC","BUY","0.0001853","25.19LINK","0.0046677BTC","0.00051689BNB"
"2024-11-26 04:53:19","LINKBTC","BUY","0.0001853","4.12LINK","0.00076343BTC","0.00008454BNB"
"2024-11-24 00:37:57","ASTRBTC","BUY","0.00000085","2359.4ASTR","0.00200549BTC","0.00022474BNB"
"2024-11-24 00:37:56","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:56","ASTRBTC","BUY","0.00000085","905.9ASTR","0.00077001BTC","0.00008628BNB"
"2024-11-24 00:37:56","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:56","ASTRBTC","BUY","0.00000085","364.7ASTR","0.00030999BTC","0.00003474BNB"
"2024-11-24 00:37:56","ASTRBTC","BUY","0.00000085","364.7ASTR","0.00030999BTC","0.00003474BNB"
"2024-11-24 00:37:56","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:56","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","911.3ASTR","0.0007746BTC","0.0000868BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","3909ASTR","0.00332265BTC","0.00037236BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","3909ASTR","0.00332265BTC","0.00037236BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","911.3ASTR","0.0007746BTC","0.0000868BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","911.3ASTR","0.0007746BTC","0.0000868BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","911.3ASTR","0.0007746BTC","0.0000868BNB"
"2024-11-24 00:37:51","ASTRBTC","BUY","0.00000085","911.3ASTR","0.0007746BTC","0.0000868BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","905.9ASTR","0.00077001BTC","0.00008628BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","905.9ASTR","0.00077001BTC","0.00008628BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","371.7ASTR","0.00031594BTC","0.0000354BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","905.9ASTR","0.00077001BTC","0.00008628BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","1505.9ASTR","0.00128001BTC","0.00014344BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","3909.1ASTR","0.00332273BTC","0.00037236BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","905.9ASTR","0.00077001BTC","0.00008628BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","905.9ASTR","0.00077001BTC","0.00008628BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","364.7ASTR","0.00030999BTC","0.00003474BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","905.9ASTR","0.00077001BTC","0.00008628BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","911.3ASTR","0.0007746BTC","0.0000868BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","247.1ASTR","0.00021003BTC","0.00002353BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","251.8ASTR","0.00021403BTC","0.00002398BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","911.3ASTR","0.0007746BTC","0.0000868BNB"
"2024-11-24 00:37:50","ASTRBTC","BUY","0.00000085","911.3ASTR","0.0007746BTC","0.0000868BNB"
"2024-11-24 00:37:49","ASTRBTC","BUY","0.00000085","6131.8ASTR","0.00521203BTC","0.00058409BNB"
"2024-11-24 00:29:21","XLMETH","SELL","0.000148","3935XLM","0.58238ETH","0.00227491BNB"
"2024-11-24 00:29:21","XLMETH","SELL","0.000148","510XLM","0.07548ETH","0.00029484BNB"
"2024-11-24 00:29:21","XLMETH","SELL","0.000148","2926XLM","0.433048ETH","0.00169159BNB"
"2024-11-22 20:32:09","ATOMETH","BUY","0.002215","193.035ATOM","0.42757252ETH","0.00168997BNB"
"2024-11-22 20:32:09","ATOMETH","BUY","0.002215","27.003ATOM","0.05981164ETH","0.0002364BNB"
"2024-11-22 20:25:11","ATOMETH","BUY","0.002215","8.25ATOM","0.01827375ETH","0.00007232BNB"
"2024-11-22 20:10:05","ATOMETH","BUY","0.002217","4.365ATOM","0.0096772ETH","0.00003837BNB"
"2024-11-22 20:10:03","ATOMETH","BUY","0.002217","70ATOM","0.15519ETH","0.00061547BNB"
"2024-11-22 20:10:02","ATOMETH","BUY","0.002217","18.907ATOM","0.04191681ETH","0.00016623BNB"
"2024-11-22 20:10:02","ATOMETH","BUY","0.002217","145.21ATOM","0.32193057ETH","0.00127676BNB"
"2024-11-22 20:09:34","ATOMETH","BUY","0.002217","18.753ATOM","0.0415754ETH","0.00016488BNB"
"2024-11-22 19:51:26","ATOMBTC","BUY","0.0000729","100ATOM","0.00729BTC","0.00087684BNB"
"2024-11-22 19:51:26","ATOMBTC","BUY","0.0000729","201.87ATOM","0.01471632BTC","0.00177007BNB"
"2024-11-22 00:01:25","XLMETH","SELL","0.00008","5121XLM","0.40968ETH","0.00165727BNB"
"2024-11-21 03:29:52","XLMETH","BUY","0.00007777","4113XLM","0.31986801ETH","0.00122895BNB"
"2024-11-21 02:24:32","XLMETH","BUY","0.00007777","761XLM","0.05918297ETH","0.00022797BNB"
"2024-11-20 23:36:59","XLMETH","BUY","0.0000806","4702XLM","0.3789812ETH","0.00144071BNB"
"2024-11-20 13:33:21","XLMETH","SELL","0.00008","1550XLM","0.124ETH","0.0004704BNB"
"2024-11-20 13:33:21","XLMETH","SELL","0.00008","1607XLM","0.12856ETH","0.0004877BNB"
"2024-11-20 11:10:42","XLMETH","SELL","0.00008","1094XLM","0.08752ETH","0.00033218BNB"
"2024-11-20 11:10:42","XLMETH","SELL","0.00008","604XLM","0.04832ETH","0.00018339BNB"
"2024-11-20 11:10:42","XLMETH","SELL","0.00008","997XLM","0.07976ETH","0.00030273BNB"
"2024-11-20 11:10:42","XLMETH","SELL","0.00008","2091XLM","0.16728ETH","0.00063491BNB"
"2024-11-20 11:10:42","XLMETH","SELL","0.00008","477XLM","0.03816ETH","0.00014483BNB"
"2024-11-20 11:10:41","XLMETH","SELL","0.00008","1056XLM","0.08448ETH","0.00032064BNB"
"2024-11-19 10:43:49","DOGEJPY","BUY","59.22","2DOGE","118.44JPY","0BNB"
"2024-11-19 00:41:58","ETHJPY","BUY","489632","0.40885ETH","200186.0432JPY","0.00156927BNB"
"2024-11-19 00:40:41","ETHJPY","BUY","490143","0.25737ETH","126148.10391JPY","0.00098835BNB"
"2024-11-18 23:54:04","XLMETH","BUY","0.0000725","121XLM","0.0087725ETH","0.00003418BNB"
"2024-11-18 23:54:03","XLMETH","BUY","0.0000725","1115XLM","0.0808375ETH","0.00031503BNB"
"2024-11-18 23:54:03","XLMETH","BUY","0.0000725","90XLM","0.006525ETH","0.00002542BNB"
"2024-11-18 23:54:03","XLMETH","BUY","0.0000725","104XLM","0.00754ETH","0.00002937BNB"
"2024-11-18 23:51:58","ETHJPY","BUY","497264","0.10362ETH","51526.49568JPY","0.0004035BNB"
"2024-11-18 14:00:39","XLMETH","BUY","0.00007777","3786XLM","0.29443722ETH","0.00109979BNB"
"2024-11-18 14:00:39","XLMETH","BUY","0.00007777","1847XLM","0.14364119ETH","0.00053653BNB"
"2024-11-18 13:37:56","XLMETH","SELL","0.000079","951XLM","0.075129ETH","0.00028131BNB"
"2024-11-18 13:37:56","XLMETH","SELL","0.000079","2215XLM","0.174985ETH","0.00065522BNB"
"2024-11-18 13:37:56","XLMETH","SELL","0.000079","2067XLM","0.163293ETH","0.00061141BNB"
"2024-11-18 13:37:51","XLMETH","SELL","0.000079","87XLM","0.006873ETH","0.00002571BNB"
"2024-11-18 13:37:50","XLMETH","SELL","0.000079","226XLM","0.017854ETH","0.00006683BNB"
"2024-11-18 13:35:03","XLMETH","BUY","0.00007878","210XLM","0.0165438ETH","0.00006199BNB"
"2024-11-18 13:35:03","XLMETH","BUY","0.00007878","1788XLM","0.14085864ETH","0.00052788BNB"
"2024-11-18 13:35:03","XLMETH","BUY","0.00007878","715XLM","0.0563277ETH","0.00021108BNB"
"2024-11-18 13:35:03","XLMETH","BUY","0.00007878","7260XLM","0.5719428ETH","0.00214341BNB"
"2024-11-18 13:35:03","XLMETH","BUY","0.00007878","675XLM","0.0531765ETH","0.00019928BNB"
"2024-11-18 13:35:03","XLMETH","BUY","0.00007878","227XLM","0.01788306ETH","0.00006701BNB"
"2024-11-18 13:22:11","XLMETH","SELL","0.00007676","1566XLM","0.12020616ETH","0.00044921BNB"
"2024-11-18 13:22:11","XLMETH","SELL","0.00007676","6208XLM","0.47652608ETH","0.00178074BNB"
"2024-11-18 13:22:11","XLMETH","SELL","0.00007676","2705XLM","0.2076358ETH","0.00077592BNB"
"2024-11-18 13:22:10","XLMETH","SELL","0.00007676","207XLM","0.01588932ETH","0.00005937BNB"
"2024-11-18 13:22:10","XLMETH","SELL","0.00007676","475XLM","0.036461ETH","0.00013624BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","419XLM","0.03220434ETH","0.00012046BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","271XLM","0.02082906ETH","0.00007791BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","233XLM","0.01790838ETH","0.00006699BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","215XLM","0.0165249ETH","0.00006181BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","242XLM","0.01860012ETH","0.00006957BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","313XLM","0.02405718ETH","0.00008998BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","335XLM","0.0257481ETH","0.00009631BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","429XLM","0.03297294ETH","0.00012333BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","737XLM","0.05664582ETH","0.00021189BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","305XLM","0.0234423ETH","0.00008769BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","63XLM","0.00484218ETH","0.00001811BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","433XLM","0.03328038ETH","0.00012449BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","276XLM","0.02121336ETH","0.00007935BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","236XLM","0.01813896ETH","0.00006785BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","425XLM","0.0326655ETH","0.00012219BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","612XLM","0.04703832ETH","0.00017595BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","63XLM","0.00484218ETH","0.00001811BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","280XLM","0.0215208ETH","0.00008049BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","216XLM","0.01660176ETH","0.0000621BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","245XLM","0.0188307ETH","0.00007044BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","347XLM","0.02667042ETH","0.00009976BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","216XLM","0.01660176ETH","0.0000621BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","254XLM","0.01952244ETH","0.00007302BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","462XLM","0.03550932ETH","0.00013282BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","337XLM","0.02590182ETH","0.00009688BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","805XLM","0.0618723ETH","0.00023144BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","393XLM","0.03020598ETH","0.00011298BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","684XLM","0.05257224ETH","0.00019665BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","63XLM","0.00484218ETH","0.00001811BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","447XLM","0.03435642ETH","0.00012851BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","319XLM","0.02451834ETH","0.00009171BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","423XLM","0.03251178ETH","0.00012161BNB"
"2024-11-18 13:17:39","XLMETH","BUY","0.00007686","63XLM","0.00484218ETH","0.00001811BNB"
"2024-11-18 13:15:05","ETHJPY","BUY","475200","0.42833ETH","203542.416JPY","0.00160143BNB"
"2024-11-18 13:13:43","ETHJPY","BUY","475230","0.42952ETH","204120.7896JPY","0.00160668BNB"
"2024-11-15 04:45:50","DOGEJPY","SELL","55.93","12DOGE","671.16JPY","0BNB"
"2024-11-15 04:45:50","DOGEJPY","SELL","55.87","88DOGE","4916.56JPY","0BNB"
"2024-11-15 04:45:50","DOGEJPY","SELL","55.96","2588DOGE","144824.48JPY","0BNB"
"2024-11-15 04:45:50","DOGEJPY","SELL","55.86","8905DOGE","497433.3JPY","0BNB"
"2024-11-15 04:45:50","DOGEJPY","SELL","55.92","2013DOGE","112566.96JPY","0BNB"
"2024-11-15 04:45:50","DOGEJPY","SELL","55.93","121DOGE","6767.53JPY","0BNB"
"2024-11-15 04:45:50","DOGEJPY","SELL","55.93","58DOGE","3243.94JPY","0BNB"
"2024-11-15 04:45:50","DOGEJPY","SELL","55.9","33DOGE","1844.7JPY","0BNB"
"2024-11-14 23:58:39","DOGEJPY","BUY","56.96","1835DOGE","104521.6JPY","0.00080073BNB"
"2024-11-14 23:58:39","DOGEJPY","BUY","56.93","3DOGE","170.79JPY","0.0000013BNB"
"2024-11-14 23:58:39","DOGEJPY","BUY","56.95","1993DOGE","113501.35JPY","0.00086968BNB"
"2024-11-14 23:58:39","DOGEJPY","BUY","56.93","557DOGE","31710.01JPY","0.00024305BNB"
"2024-11-14 23:56:52","DOGEJPY","BUY","56.76","2473DOGE","140367.48JPY","0.00108054BNB"
"2024-11-14 23:56:52","DOGEJPY","BUY","56.75","1725DOGE","97893.75JPY","0.00075371BNB"
