"Date(UTC)","Pair","Side","Price","Executed","Amount","Fee"
"2024-11-14 23:56:52","DOGEJPY","BUY","56.75","80DOGE","4540JPY","0.00003495BNB"
"2024-11-14 14:01:04","ETHJPY","SELL","495622","0.00442ETH","2190.64924JPY","0.00001665BNB"
"2024-11-14 14:01:01","ETHJPY","SELL","495622","0.42247ETH","209385.42634JPY","0.00159237BNB"
"2024-11-14 14:00:56","ETHJPY","SELL","495622","0.0003ETH","148.6866JPY","0.00000112BNB"
"2024-11-14 14:00:50","ETHJPY","SELL","495622","0.00404ETH","2002.31288JPY","0.00001522BNB"
"2024-11-14 14:00:50","ETHJPY","SELL","495622","0.00546ETH","2706.09612JPY","0.00002057BNB"
"2024-11-14 14:00:50","ETHJPY","SELL","495622","0.00419ETH","2076.65618JPY","0.00001578BNB"
"2024-11-14 14:00:50","ETHJPY","SELL","495622","0.00431ETH","2136.13082JPY","0.00001624BNB"
"2024-11-14 14:00:50","ETHJPY","SELL","495622","0.00397ETH","1967.61934JPY","0.00001496BNB"
"2024-11-14 14:00:50","ETHJPY","SELL","495622","0.00375ETH","1858.5825JPY","0.00001413BNB"
"2024-11-14 14:00:50","ETHJPY","SELL","495622","0.00563ETH","2790.35186JPY","0.00002121BNB"
"2024-11-14 14:00:50","ETHJPY","SELL","495622","0.0048ETH","2378.9856JPY","0.00001809BNB"
"2024-11-14 14:00:50","ETHJPY","SELL","495622","0.00546ETH","2706.09612JPY","0.00002057BNB"
"2024-11-14 14:00:50","ETHJPY","SELL","495622","0.00513ETH","2542.54086JPY","0.00001933BNB"
"2024-11-14 14:00:50","ETHJPY","SELL","495622","0.00497ETH","2463.24134JPY","0.00001872BNB"
"2024-11-14 14:00:50","ETHJPY","SELL","495622","0.00395ETH","1957.7069JPY","0.00001488BNB"
"2024-11-14 11:02:22","DOGEJPY","BUY","63","1976DOGE","124488JPY","0.0009461BNB"
"2024-11-14 11:02:21","DOGEJPY","BUY","63","8DOGE","504JPY","0.00000382BNB"
"2024-11-14 11:02:20","DOGEJPY","BUY","63","63DOGE","3969JPY","0.00003015BNB"
"2024-11-14 00:40:23","DOGEJPY","BUY","61.21","3105DOGE","190057.05JPY","0.0014825BNB"
"2024-11-14 00:23:17","ETHJPY","BUY","498000","0.0459ETH","22858.2JPY","0.00017772BNB"
"2024-11-14 00:23:17","ETHJPY","BUY","498000","0.02035ETH","10134.3JPY","0.00007878BNB"
"2024-11-14 00:23:17","ETHJPY","BUY","498000","0.09317ETH","46398.66JPY","0.00036075BNB"
"2024-11-14 00:23:17","ETHJPY","BUY","498000","0.0452ETH","22509.6JPY","0.00017501BNB"
"2024-11-14 00:23:17","ETHJPY","BUY","498000","0.03126ETH","15567.48JPY","0.00012103BNB"
"2024-11-14 00:23:17","ETHJPY","BUY","498000","0.03125ETH","15562.5JPY","0.00012099BNB"
"2024-11-14 00:23:16","ETHJPY","BUY","498000","0.03126ETH","15567.48JPY","0.00012103BNB"
"2024-11-14 00:23:16","ETHJPY","BUY","498000","0.04131ETH","20572.38JPY","0.00015994BNB"
"2024-11-14 00:23:16","ETHJPY","BUY","498000","0.03125ETH","15562.5JPY","0.00012099BNB"
"2024-11-13 04:34:05","DOGEJPY","SELL","57.24","236DOGE","13508.64JPY","0.00010769BNB"
"2024-11-13 04:34:05","DOGEJPY","SELL","57.24","178DOGE","10188.72JPY","0.00008122BNB"
"2024-11-13 04:34:05","DOGEJPY","SELL","57.24","2035DOGE","116483.4JPY","0.00092865BNB"
"2024-11-12 23:57:26","DOGEJPY","BUY","59","466DOGE","27494JPY","0.00021307BNB"
"2024-11-12 23:57:24","DOGEJPY","BUY","59","1983DOGE","116997JPY","0.00090671BNB"
"2024-11-12 13:03:05","DOGEJPY","SELL","55.55","1979DOGE","109933.45JPY","0.0008616BNB"
"2024-11-12 13:03:05","DOGEJPY","SELL","55.55","9823DOGE","545667.65JPY","0.00427666BNB"
"2024-11-12 13:03:05","DOGEJPY","SELL","55.55","277DOGE","15387.35JPY","0.00012059BNB"
"2024-11-12 08:10:03","DOGEJPY","BUY","63.2","865DOGE","54668JPY","0.00040875BNB"
"2024-11-12 08:10:03","DOGEJPY","BUY","63.2","2325DOGE","146940JPY","0.00109868BNB"
"2024-11-12 08:03:21","DOGEJPY","BUY","63.39","1590DOGE","100790.1JPY","0.00075387BNB"
"2024-11-12 04:00:02","DOGEJPY","BUY","56.15","29DOGE","1628.35JPY","0.00001211BNB"
"2024-11-12 04:00:02","DOGEJPY","BUY","56.15","594DOGE","33353.1JPY","0.00024816BNB"
"2024-11-12 04:00:02","DOGEJPY","BUY","56.15","3278DOGE","184059.7JPY","0.00136953BNB"
"2024-11-12 04:00:01","DOGEJPY","BUY","56.15","24DOGE","1347.6JPY","0.00001002BNB"
"2024-11-12 03:59:55","DOGEJPY","BUY","56.15","29DOGE","1628.35JPY","0.00001211BNB"
"2024-11-12 03:59:54","DOGEJPY","BUY","56.15","25DOGE","1403.75JPY","0.00001044BNB"
"2024-11-12 00:05:02","DOGEJPY","SELL","52.18","2518DOGE","131389.24JPY","0.00097753BNB"
"2024-11-12 00:05:02","DOGEJPY","SELL","52.18","351DOGE","18315.18JPY","0.00013626BNB"
"2024-11-12 00:05:02","DOGEJPY","SELL","52.18","195DOGE","10175.1JPY","0.00007569BNB"
"2024-11-12 00:04:20","DOGEJPY","SELL","52.02","73DOGE","3797.46JPY","0.00002825BNB"
"2024-11-12 00:04:20","DOGEJPY","SELL","52.02","6397DOGE","332771.94JPY","0.00247581BNB"
"2024-11-12 00:04:20","DOGEJPY","SELL","52.02","412DOGE","21432.24JPY","0.00015945BNB"
"2024-11-12 00:04:20","DOGEJPY","SELL","52.02","34DOGE","1768.68JPY","0.00001315BNB"
"2024-11-11 21:21:37","LINKBTC","SELL","0.0001677","61.6LINK","0.01033032BTC","0.00106231BNB"
"2024-11-11 21:21:33","LINKBTC","SELL","0.0001677","38.4LINK","0.00643968BTC","0.00066227BNB"
"2024-11-11 13:03:24","DOGEJPY","BUY","44.5","1174DOGE","52243JPY","0.00041065BNB"
"2024-11-11 12:37:18","DOGEJPY","BUY","44.64","906DOGE","40443.84JPY","0.00031475BNB"
"2024-11-11 12:37:18","DOGEJPY","BUY","44.64","105DOGE","4687.2JPY","0.00003647BNB"
"2024-11-11 12:37:18","DOGEJPY","BUY","44.64","208DOGE","9285.12JPY","0.00007225BNB"
"2024-11-11 05:45:23","SHIBJPY","SELL","0.003849","6017530SHIB","23161.47297JPY","0.00018117BNB"
"2024-11-11 05:45:23","SHIBJPY","SELL","0.00385","21696288SHIB","83530.7088JPY","0.00065341BNB"
"2024-11-10 04:04:57","ETHJPY","BUY","478313","0.1119ETH","53523.2247JPY","0.00041899BNB"
"2024-11-10 02:45:19","POLJPY","SELL","60","310.8POL","18648JPY","0.00014601BNB"
"2024-11-10 02:45:17","POLJPY","SELL","60","93.2POL","5592JPY","0.00004378BNB"
"2024-11-10 02:45:17","POLJPY","SELL","60","122.5POL","7350JPY","0.00005754BNB"
"2024-11-10 02:45:16","POLJPY","SELL","60","207.6POL","12456JPY","0.00009753BNB"
"2024-11-10 02:45:16","POLJPY","SELL","60","158POL","9480JPY","0.00007422BNB"
"2024-11-06 02:58:41","DOGEJPY","BUY","31.08","1013DOGE","31484.04JPY","0.00026178BNB"
"2024-11-06 02:58:38","DOGEJPY","BUY","31.08","4580DOGE","142346.4JPY","0.00118362BNB"
"2024-11-06 02:58:38","DOGEJPY","BUY","31.08","1000DOGE","31080JPY","0.00025843BNB"
"2024-11-06 02:58:38","DOGEJPY","BUY","31.08","2391DOGE","74312.28JPY","0.00061791BNB"
"2024-11-06 02:52:26","DOGEJPY","SELL","30","5474DOGE","164220JPY","0.00137821BNB"
"2024-11-06 02:07:18","DOGEJPY","BUY","27.53","7397DOGE","203639.41JPY","0.00173844BNB"
"2024-11-04 22:56:47","DOGEJPY","SELL","24.13","362DOGE","8735.06JPY","0.00007809BNB"
"2024-11-04 22:56:47","DOGEJPY","SELL","24.13","123DOGE","2967.99JPY","0.00002652BNB"
"2024-11-04 22:56:47","DOGEJPY","SELL","24.13","1641DOGE","39597.33JPY","0.000354BNB"
"2024-11-04 11:41:06","DOGEJPY","BUY","23.92","1645DOGE","39348.4JPY","1.645DOGE"
"2024-11-04 11:41:06","DOGEJPY","BUY","23.92","280DOGE","6697.6JPY","0.28DOGE"
"2024-11-04 11:41:06","DOGEJPY","BUY","23.92","203DOGE","4855.76JPY","0.203DOGE"
"2024-11-03 12:07:24","DOGEJPY","SELL","22.79","5059DOGE","115294.61JPY","115.29461JPY"
"2024-11-03 12:07:24","DOGEJPY","SELL","22.83","1343DOGE","30660.69JPY","30.66069JPY"
"2024-11-03 12:07:24","DOGEJPY","SELL","22.84","1176DOGE","26859.84JPY","26.85984JPY"
"2024-11-03 12:07:24","DOGEJPY","SELL","22.79","2004DOGE","45671.16JPY","45.67116JPY"
"2024-11-03 12:07:24","DOGEJPY","SELL","22.83","227DOGE","5182.41JPY","5.18241JPY"
"2024-11-03 12:07:24","DOGEJPY","SELL","22.83","3694DOGE","84334.02JPY","84.33402JPY"
"2024-11-03 12:07:24","DOGEJPY","SELL","22.74","463DOGE","10528.62JPY","10.52862JPY"
"2024-11-01 01:17:14","DOGEJPY","BUY","24.86","38DOGE","944.68JPY","0.00000805BNB"
"2024-11-01 01:17:14","DOGEJPY","BUY","24.86","18DOGE","447.48JPY","0.00000381BNB"
"2024-11-01 01:17:14","DOGEJPY","BUY","24.86","53DOGE","1317.58JPY","0.00001123BNB"
"2024-11-01 01:17:14","DOGEJPY","BUY","24.86","282DOGE","7010.52JPY","0.0000598BNB"
"2024-11-01 01:17:14","DOGEJPY","BUY","24.86","1563DOGE","38856.18JPY","1.563DOGE"
"2024-11-01 01:17:14","DOGEJPY","BUY","24.86","44DOGE","1093.84JPY","0.00000933BNB"
"2024-11-01 01:17:14","DOGEJPY","BUY","24.86","78DOGE","1939.08JPY","0.00001653BNB"
"2024-10-31 22:09:04","DOGEJPY","BUY","24.63","2182DOGE","53742.66JPY","2.182DOGE"
"2024-10-18 22:21:19","DOGEJPY","BUY","20.75","2656DOGE","55112JPY","2.656DOGE"
"2024-10-18 22:21:08","DOGEJPY","BUY","20.75","218DOGE","4523.5JPY","0.00003778BNB"
"2024-10-04 00:11:38","DOGEJPY","BUY","15.54","4505DOGE","70007.7JPY","4.505DOGE"
"2024-08-05 04:01:49","BTCJPY","BUY","7792130","0.004422BTC","34456.79886JPY","0.00040386BNB"
"2024-08-05 01:14:37","BTCJPY","BUY","7788987","0.000839BTC","6534.960093JPY","0.0000756BNB"
"2024-06-14 22:00:08","BNBBTC","BUY","0.009117","0.104BNB","0.00094816BTC","0.000078BNB"
"2024-05-30 01:53:15","LINKBTC","BUY","0.0002771","2.11LINK","0.00058468BTC","0.00211LINK"
"2024-05-30 01:53:15","LINKBTC","BUY","0.0002771","4.53LINK","0.00125526BTC","0.00453LINK"
"2024-05-29 14:38:45","LINKBTC","BUY","0.0002807","16.36LINK","0.00459225BTC","0.01636LINK"
"2024-05-29 14:35:36","LINKBTC","BUY","0.0002818","1.86LINK","0.00052414BTC","0.00186LINK"
"2024-05-29 14:35:36","LINKBTC","BUY","0.0002818","29.97LINK","0.00844554BTC","0.02997LINK"
"2024-05-29 14:35:36","LINKBTC","BUY","0.0002818","1.53LINK","0.00043115BTC","0.00153LINK"
"2024-05-29 14:35:36","LINKBTC","BUY","0.0002817","1.86LINK","0.00052396BTC","0.00186LINK"
"2024-05-28 05:09:11","BTCJPY","BUY","10672601","0.000843BTC","8997.002643JPY","0BNB"
"2024-05-25 18:05:13","BTCJPY","BUY","10857124","0.004094BTC","44449.065656JPY","0BNB"
"2024-05-25 18:05:13","BTCJPY","BUY","10856958","0.00051BTC","5537.04858JPY","0BNB"
"2024-05-21 00:47:05","BTCJPY","BUY","11169019","0.004467BTC","49892.007873JPY","0BNB"
"2024-05-21 00:47:05","BTCJPY","BUY","11168949","0.00001BTC","111.68949JPY","0BNB"
"2024-05-17 09:51:09","LINKBTC","BUY","0.0002497","3.81LINK","0.00095135BTC","0.00381LINK"
"2024-05-17 08:53:18","LINKBTC","BUY","0.0002498","37.97LINK","0.0094849BTC","0.03797LINK"
"2024-05-17 08:53:18","LINKBTC","BUY","0.0002498","0.11LINK","0.00002747BTC","0.00011LINK"
"2024-05-03 13:13:34","MATICETH","BUY","0.0002401","38.8MATIC","0.00931588ETH","0.0388MATIC"
"2024-05-03 10:43:52","MATICETH","BUY","0.0002418","91.4MATIC","0.02210052ETH","0.0914MATIC"
"2024-05-03 10:43:52","MATICETH","BUY","0.0002418","268MATIC","0.0648024ETH","0.268MATIC"
"2024-05-03 07:18:19","MATICETH","BUY","0.0002405","494.1MATIC","0.11883105ETH","0.4941MATIC"
"2024-05-01 13:32:42","SHIBDOGE","BUY","0.00017","6247014SHIB","1061.99238DOGE","6247.01SHIB"
"2024-05-01 13:32:42","SHIBDOGE","BUY","0.00017","21494546SHIB","3654.07282DOGE","21494.55SHIB"
"2024-03-15 13:44:15","MATICETH","SELL","0.0003019","6.5MATIC","0.00196235ETH","0.00000196ETH"
"2024-03-15 04:25:47","ETHDAI","SELL","3703.66","0.0548ETH","202.960568DAI","0.20296057DAI"
"2024-03-15 04:25:47","ETHDAI","SELL","3703.66","0.1142ETH","422.957972DAI","0.42295797DAI"
"2024-03-08 08:49:00","ETHDAI","BUY","3952.75","0.1691ETH","668.410025DAI","0.0001691ETH"
"2024-03-05 21:54:50","ETHDAI","SELL","3519.76","0.0713ETH","250.958888DAI","0.25095889DAI"
"2024-03-05 21:54:50","ETHDAI","SELL","3519.76","0.1188ETH","418.147488DAI","0.41814749DAI"
"2024-03-05 10:47:06","ETCETH","SELL","0.01015","0.33ETC","0.0033495ETH","0.00000335ETH"
"2024-03-05 10:47:06","ETCETH","SELL","0.01015","0.84ETC","0.008526ETH","0.00000853ETH"
"2024-03-04 21:45:23","ETHDAI","BUY","3570.2","0.0409ETH","146.02118DAI","0.0000409ETH"
"2024-03-04 21:45:23","ETHDAI","BUY","3570.2","0.0409ETH","146.02118DAI","0.0000409ETH"
"2024-03-04 21:45:23","ETHDAI","BUY","3570.2","0.0526ETH","187.79252DAI","0.0000526ETH"
"2024-03-04 21:45:23","ETHDAI","BUY","3570.2","0.0409ETH","146.02118DAI","0.0000409ETH"
"2024-03-04 21:44:01","ETHDAI","BUY","3573.61","0.0032ETH","11.435552DAI","0.0000032ETH"
